"""Autres scènes""";"""Nouveau depart par Kevin Robin""";"""Stand up. Avec une touchante sincerite Kevin confie doutes, motivations, observations et conclusions sur un monde qu'il ne comprend pas toujours.""";"""Nantes""";"""47.21357""";""" -1.547972""";"""17/12/2016""";"""17/12/2016"""
"""Autres scènes""";"""Caroline Vigneaux""";"""Spectacle « Quitte la robe ».""";"""Nantes""";"""47.21314""";""" -1.542703""";"""17/12/2016""";"""17/12/2016"""
"""Concert, spectacle musical""";"""Toxxic TV""";"""""";"""Nantes""";"""47.21442""";""" -1.555273""";"""16/12/2016""";"""16/12/2016"""
"""Concert, spectacle musical""";"""Soiree flamenco, compagnie Flamenca""";"""Spectacle traditionnel flamenco chaque soir avec Emilio Cortes au chant, Albant Lorini à la guitare, Helena Cueto à la danse. En plus : stages de chant, danse et palmas, du 15 au 18 decembre inclus, reservation au 0679313746 ou info@helenacueto.com.""";"""Nantes""";"""47.22102""";""" -1.563876""";"""15/12/2016""";"""18/12/2016"""
"""Autres scènes""";"""La revue des bananes « Panique à bord »""";"""Des rires en cascades, des chansons à mettre le feu, un deferlement de choregraphies endiablees dans le pur esprit du cabaret burlesque, une vague de magie et de la bonne humeur à tous les etages.""";"""Nantes""";"""47.20091""";""" -1.573082""";"""16/12/2016""";"""18/12/2016"""
"""Concert, spectacle musical""";"""Roman en solo et en acoustique""";"""Gaume : Timide sûrement, discret souvent, talentueux indeniablement, le charismatique leader aux yeux bleus vient avec ce 3e opus offrir plus qu'un album mais un double album, une veritable invitation à visiter les trefonds de son âme, sensible et ecorchee à la fois, tout aussi fragile que serein.""";"""Nantes""";"""47.21346""";""" -1.553543""";"""16/12/2016""";"""16/12/2016"""
"""Autres scènes""";"""« Panique au Plazza » de Ray Cooney, compagnie Même pas cap""";"""Vaudeville de chez vaudeville, avec ses classiques portes et fenêtres qui claquent, ses mensonges à tiroir, ses penderies de secours, Panique au Plazza vous oblige à renoncer à tout bon sens. Un moment de pure folie à deguster sans moderation.""";"""Nantes""";"""47.20642""";""" -1.542222""";"""16/12/2016""";"""18/12/2016"""
"""Autres scènes""";"""Mehla, Fat and furious""";"""Un spectacle qui ne sera pas en anglais, qui ne parlera pas de l’Algerie (un exploit pour son auteur), ni du metro, où vous n’entendrez aucun accent, mais qui contiendra probablement les mots catechisme et frigo.""";"""Nantes""";"""47.21656""";""" -1.551213""";"""15/12/2016""";"""17/12/2016"""
"""Concert, spectacle musical""";"""L'arnaque avec Rimo""";"""""";"""Nantes""";"""47.21346""";""" -1.553543""";"""17/12/2016""";"""17/12/2016"""
"""Concert, spectacle musical""";"""Soiree sauvage avec Sauvagerie production et le Filtre à sons""";"""Avec Valeskja Valcav, Les modules etranges, Eka faune, Vinaï, Gabriel Vogel, danse d’Émilie Barteau. Mix, expo serigraphies, visuels et projection par Guyseika.""";"""Nantes""";"""47.21257""";""" -1.541259""";"""16/12/2016""";"""16/12/2016"""
