"""07/12/2016""";"""Animation jeunes""";"""44/Nantes""";"""Hora""";"""Association""";"""5363357""";"""Loisirs et sports""";"""Animation loisirs jeunes""";"""Animation""";"""Yoga enfants et pre-ados""";"""""";"""4 thèmes pour decouvrir le yoga à travers la detente, la respiration, developper un mental fort et un esprit clair. Le programme des ateliers est base sur l'enseignement developpe au RYE (rye-yoga.fr). 1er cours gratuit.""";"""Mercredi 7, mercredi 14 decembre 2016, mercredi 4 janvier 2017, 17h à 18h, 30, rue Deshoulières, Nantes. Tarif 5€. Contact et reservation : 07 53 02 08 05, contact@yoga-rama.com, www.yoga-rama.com""";"""Nantes""";"""44""";"""44109""";"""44000""";"""47.21825""";""" -1.565676""";"""07/12/2016""";"""04/01/2017""";"""oui""";"""5""";"""""";""""""
"""17/12/2016""";"""Animation jeunes""";"""44/Nantes""";"""musee Jules-Verne""";"""Équipement à but non lucratif (culture, sport et loisir)""";"""5380345""";"""Loisirs et sports""";"""Animation loisirs jeunes""";"""Animation""";"""Le tour du monde en 6 langues""";"""""";"""Atelier anime par l'association Evalap pour decouvrir l'univers de Jules Verne et familiariser les enfants aux langues etrangères à travers des activites ludiques et artistiques.""";"""Samedi 17 decembre, 15h à 16h30, Musee Jules-Verne, Nantes. Tarif enfants metropolitains 3 €/non-metropolitains 6 €. Inscription avant le 16 decembre. Contact : 02 40 69 72 52, musee-julesverne@nantesmetropole.fr, http://www.julesverne.nantesmetropole.fr""";"""Nantes""";"""44""";"""44109""";"""44000""";"""47.20205""";""" -1.577412""";"""17/12/2016""";"""17/12/2016""";"""oui""";"""""";"""enfants metropolitains 3 €/non-metropolitains 6 €""";""""""
"""06/09/2016""";"""Atelier, activite de loisirs""";"""44/Nantes""";"""À l'eau pastels""";"""Association""";"""5221333""";"""Loisirs et sports""";"""Atelier, activite de loisirs""";"""Dessin, peinture""";"""Dessin, peinture""";"""""";"""Enfants ados prepas adultes, au crayon, au pinceau, en modelage, dessin, couleur, volume.""";"""Du mardi 6 septembre 2016 au vendredi 30 juin 2017, 10h à 22h, Atelier de l'ermitage, 5, square C. Guine, rue du roi Baco, Nantes. Tarif 8€, reduit 6€. Contact et reservation : 02 40 69 51 91, 06 15 82 37 41, marianne.roux@yahoo.fr, dessin-nantes.com""";"""Nantes""";"""44""";"""44109""";"""44000""";"""47.22396""";""" -1.540806""";"""06/09/2016""";"""30/06/2017""";"""oui""";"""8""";"""""";""""""
"""15/12/2016""";"""Atelier, activite de loisirs""";"""44/Nantes""";"""compagnie Paq'la lune""";"""Association""";"""5385488""";"""Loisirs et sports""";"""Atelier, activite de loisirs""";"""Autre""";"""Collecte de paroles, animations et apero soupe""";"""""";"""Organises par Paq'la lune. Les artistes de Portraits de quartiers rencontrent les habitants du quartier Nantes nord pour recolter leurs paroles precieuses sur le thème de """"Mon quartier : hier, aujourd'hui, demain"""". Livres recettes, coin lecture de 14 h à 20 h.""";"""Jeudi 15 decembre, 9h à 12h30 et 14h à 16h, vendredi 16 decembre, 10h à 12h, Salle associative Winnipeg, 14, rue de la Coulee, Nantes. Gratuit. Contact et reservation : 09 51 33 63 79, nantes@paqlalune.fr, www.paqlalune.fr""";"""Nantes""";"""44""";"""44109""";"""44000""";"""47.26007""";""" -1.576338""";"""15/12/2016""";"""16/12/2016""";"""non""";"""""";"""""";""""""
"""12/09/2016""";"""Atelier, activite de loisirs""";"""44/Nantes""";"""Danse latitude""";"""Association""";"""5221503""";"""Loisirs et sports""";"""Atelier, activite de loisirs""";"""Cours""";"""Danse Modern'jazz, New jazz, barre au sol et pilates""";"""""";"""Cours d'essai gratuit, en fonction des places disponibles, inscription par mail.""";"""Du lundi 12 septembre 2016 au samedi 17 juin 2017, Studio de danse, 20, rue de la Tour-d'Auvergne, Nantes. Contact : contact@danse-latitude.fr, www.danse-latitude.fr""";"""Nantes""";"""44""";"""44109""";"""44000""";"""47.21684""";""" -1.55674""";"""12/09/2016""";"""17/06/2017""";"""non""";"""""";"""""";""""""
"""19/09/2016""";"""Atelier, activite de loisirs""";"""44/Nantes""";"""Enem""";"""Association""";"""5251834""";"""Loisirs et sports""";"""Atelier, activite de loisirs""";"""Autre""";"""Appel aux familles nantaises""";"""""";"""Échanges Nantes etudiants du monde (Enem) met en contact une famille Nantaise avec un etudiant etranger qui en fait la demande. L’objectif est d’etablir un contact chaleureux, permettre au jeune de parler Français et de decouvrir notre culture.""";"""Du lundi 19 septembre 2016 au vendredi 30 juin 2017, Nantes. Tarif 5€. Contact : 06 32 77 37 74, asso.enem@gmail.com, asso-enem.fr""";"""Nantes""";"""44""";"""44109""";"""44000""";"""47.21684""";""" -1.55674""";"""19/09/2016""";"""30/06/2017""";"""oui""";"""5""";"""""";""""""
"""26/09/2016""";"""Atelier, activite de loisirs""";"""44/Nantes""";"""la compagnie du Cafe-Theâtre""";"""Équipement à but non lucratif (culture, sport et loisir)""";"""5187680""";"""Loisirs et sports""";"""Atelier, activite de loisirs""";"""Atelier theâtre""";"""Atelier theâtre""";"""""";"""Cours pour enfants et adolescents, l’ecole du rire de la compagnie du Cafe-Theâtre, parrainee par Anne Roumanoff, propose des cours de deux 2 h par semaine (hors vacances scolaires), diriges par une equipe de professeurs de theâtre, le soir de 18 h à 20 h ou le mercredi.""";"""Du lundi 26 septembre 2016 au vendredi 30 juin 2017, 10h30, 13h30 et 16h, La compagnie du Cafe-Theâtre, 6, rue des Carmelites, Nantes. Tarif 420€. Contact et reservation : 06 60 90 38 61, http://www.nantes-spectacles.com/cours-de-theatre-nantes.html""";"""Nantes""";"""44""";"""44109""";"""44000""";"""47.21656""";""" -1.551213""";"""26/09/2016""";"""30/06/2017""";"""oui""";"""420""";"""""";""""""
"""07/12/2016""";"""Atelier, activite de loisirs""";"""44/Nantes""";"""Universite de Nantes, direction culture et initiatives""";"""Etablissement scolaire, universitaire""";"""5378657""";"""Loisirs et sports""";"""Atelier, activite de loisirs""";"""Autre""";"""Universite de Nantes, direction culture et initiatives""";"""Concours de nouvelles etudiantes.""";"""Pour la 3e edition, Faites court !, la direction Culture et initiatives invitent à imaginer un texte sur le thème des metamorphoses. Les meilleurs textes seront publies.""";"""Jusqu'au mardi 10 janvier 2017, Campus Tertre, TU-Nantes, Nantes. Gratuit. Inscription avant le 10 janvier. Contact : culture@univ-nantes.fr, www.univ-nantes.fr""";"""Nantes""";"""44""";"""44109""";"""44000""";"""47.21757""";""" -1.542028""";"""07/12/2016""";"""10/01/2017""";"""non""";"""""";"""""";""""""
"""01/09/2016""";"""Animation jeunes""";"""44/Nantes""";"""Entraide scolaire amicale""";"""Association""";"""5233637""";"""Loisirs et sports""";"""Animation loisirs jeunes""";"""Animation""";"""Entraide scolaire amicale""";"""Aide scolaire.""";"""Comme chaque annee, des enfants entrent à l'ecole ou changent de classe. Certains rencontrent des difficultes, et nous tentons d'aider ceux dont les familles ne peuvent s'accorder l'aide d'un enseignant particulier.""";"""Jusqu'au jeudi 31 août 2017, Nantes. Gratuit. Contact : 06 09 97 06 93, esa.antenne.nantes@gmail.com, http://www.entraidescolaireamicale.org/""";"""Nantes""";"""44""";"""44109""";"""44000""";"""47.21684""";""" -1.55674""";"""01/09/2016""";"""31/08/2017""";"""non""";"""""";"""""";""""""
"""23/10/2016""";"""Atelier, activite de loisirs""";"""44/Nantes""";"""la Folie des arts""";"""Association""";"""5162164""";"""Loisirs et sports""";"""Atelier, activite de loisirs""";"""Autre""";"""Ateliers Theâtre du dimanche""";"""""";"""Atelier d’initiation et/ou de perfectionnement à la parole grâce aux outils de l’acteur. Acquerir une respiration juste et être detendu, être attentif au rythme des phrases et aux attitudes du corps.""";"""Dimanche 23 octobre 2016, dimanche 9 avril 2017, 14h à 18h, La Folie des arts, 16 bis, rue du Chanoine-Poupard, Nantes. Tarif 55 € et 10 € adhesion association LFDA. Contact et reservation : 06 65 59 30 51, demfau@aol.com, http://www.foliedesartsnantes.org/ateliers-stages/ateliers-th%C3%A9%C3%A2tre/""";"""Nantes""";"""44""";"""44109""";"""44000""";"""47.24836""";""" -1.575765""";"""23/10/2016""";"""09/04/2017""";"""oui""";"""""";"""55 € et 10 € adhesion association LFDA""";""""""
